ob_end_time,id_type,id,ob_hour_count,version_num,met_domain_name,src_id,rec_st_ind,max_air_temp,min_air_temp,min_grss_temp,min_conc_temp,max_air_temp_q,min_air_temp_q,min_grss_temp_q,min_conc_temp_q,max_air_temp_j,min_air_temp_j,min_grss_temp_j,min_conc_temp_j,meto_stmp_time,midas_stmp_etime
21/03/2022 21:00,DCNN,4206,12,1,NCM,556,1011,11.5,5.5,NA,NA,6,6,NA,NA,NA,NA,NA,NA,21/03/2022 21:05,0
22/03/2022 09:00,DCNN,4206,12,1,NCM,556,1011,8.1,3.4,-2,1.7,6,6,6,6,NA,NA,NA,NA,22/03/2022 09:10,40
22/03/2022 21:00,DCNN,4206,12,1,NCM,556,1011,18.2,8.1,NA,NA,6,6,NA,NA,NA,NA,NA,NA,22/03/2022 21:10,0
23/03/2022 09:00,DCNN,4206,12,1,NCM,556,1011,9.7,4.2,-1.8,1.3,6,6,6,6,NA,NA,NA,NA,23/03/2022 09:10,0
23/03/2022 21:00,DCNN,4206,12,1,NCM,556,1011,19,8.8,NA,NA,6,6,NA,NA,NA,NA,NA,NA,23/03/2022 21:09,0
24/03/2022 09:00,DCNN,4206,12,1,NCM,556,1011,12,3.9,-3.1,0.7,6,6,6,6,NA,NA,NA,NA,24/03/2022 09:10,0
24/03/2022 21:00,DCNN,4206,12,1,NCM,556,1011,17.9,8.1,NA,NA,6,6,NA,NA,NA,NA,NA,NA,24/03/2022 21:09,0
25/03/2022 09:00,DCNN,4206,12,1,NCM,556,1011,13.6,3.4,-4.4,-0.4,6,6,6,6,NA,NA,NA,NA,25/03/2022 09:11,0
25/03/2022 21:00,DCNN,4206,12,1,NCM,556,1011,18,8.6,NA,NA,6,6,NA,NA,NA,NA,NA,NA,25/03/2022 21:05,0
26/03/2022 09:00,DCNN,4206,12,1,NCM,556,1011,13.5,3.8,-3.4,0.5,6,6,6,6,NA,NA,NA,NA,26/03/2022 09:10,0
26/03/2022 21:00,DCNN,4206,12,1,NCM,556,1011,17.3,8.8,NA,NA,6,6,NA,NA,NA,NA,NA,NA,26/03/2022 21:09,0
27/03/2022 09:00,DCNN,4206,12,1,NCM,556,1011,9,3.9,-2.3,1.2,6,6,6,6,NA,NA,NA,NA,27/03/2022 09:11,0
27/03/2022 21:00,DCNN,4206,12,1,NCM,556,1011,14.2,8.2,NA,NA,6,6,NA,NA,NA,NA,NA,NA,27/03/2022 21:09,0
28/03/2022 09:00,DCNN,4206,12,1,NCM,556,1011,8.6,2.8,-2.3,1.7,6,6,6,6,NA,NA,NA,NA,28/03/2022 09:08,0
28/03/2022 21:00,DCNN,4206,12,1,NCM,556,1011,15.5,7.8,NA,NA,6,6,NA,NA,NA,NA,NA,NA,28/03/2022 21:10,0
29/03/2022 09:00,DCNN,4206,12,1,NCM,556,1011,7.8,2.8,-2.3,2.1,6,6,6,6,NA,NA,NA,NA,29/03/2022 09:11,0
29/03/2022 21:00,DCNN,4206,12,1,NCM,556,1011,8.1,3.8,NA,NA,6,6,NA,NA,NA,NA,NA,NA,29/03/2022 21:09,0
30/03/2022 09:00,DCNN,4206,12,1,NCM,556,1011,7,4.7,-0.5,4.6,6,6,6,6,NA,NA,NA,NA,30/03/2022 09:09,0
30/03/2022 21:00,DCNN,4206,12,1,NCM,556,1011,5.7,1,NA,NA,6,6,NA,NA,NA,NA,NA,NA,30/03/2022 21:09,0
31/03/2022 09:00,DCNN,4206,12,1,NCM,556,1011,2,-0.2,-2.3,-1.6,6,6,6,6,NA,NA,NA,NA,31/03/2022 09:10,0
31/03/2022 21:00,DCNN,4206,12,1,NCM,556,1011,6.1,0.2,NA,NA,6,6,NA,NA,NA,NA,NA,NA,31/03/2022 21:09,0
01/04/2022 09:00,DCNN,4206,12,1,NCM,556,1011,3.6,0.3,-1.9,-1.8,6,6,6,6,NA,NA,NA,NA,01/04/2022 09:11,0
01/04/2022 21:00,DCNN,4206,12,1,NCM,556,1011,7.5,1.4,NA,NA,6,6,NA,NA,NA,NA,NA,NA,01/04/2022 21:05,0
02/04/2022 09:00,DCNN,4206,12,1,NCM,556,1011,6.2,-1,-6.8,-2.9,6,6,6,6,NA,NA,NA,NA,02/04/2022 09:09,0
02/04/2022 21:00,DCNN,4206,12,1,NCM,556,1011,8.7,1.4,NA,NA,6,6,NA,NA,NA,NA,NA,NA,02/04/2022 21:04,0
03/04/2022 09:00,DCNN,4206,12,1,NCM,556,1011,3.6,-0.7,-7.5,-2.8,6,6,6,6,NA,NA,NA,NA,03/04/2022 09:09,0
03/04/2022 21:00,DCNN,4206,12,1,NCM,556,1011,10.5,3.5,NA,NA,6,6,NA,NA,NA,NA,NA,NA,03/04/2022 21:09,0
04/04/2022 09:00,DCNN,4206,12,1,NCM,556,1011,10.1,5,4.1,4.9,6,6,6,6,NA,NA,NA,NA,04/04/2022 09:10,0
04/04/2022 21:00,DCNN,4206,12,1,NCM,556,1011,12.2,10.1,NA,NA,6,6,NA,NA,NA,NA,NA,NA,04/04/2022 21:10,0
05/04/2022 09:00,DCNN,4206,12,1,NCM,556,1011,10.8,9.2,8.4,8.5,6,6,6,6,NA,NA,NA,NA,05/04/2022 09:11,0
05/04/2022 21:00,DCNN,4206,12,1,NCM,556,1011,13.5,9.8,NA,NA,6,6,NA,NA,NA,NA,NA,NA,07/04/2022 15:56,0
06/04/2022 09:00,DCNN,4206,12,1,NCM,556,1011,10.7,8.7,6.7,7,6,6,6,6,NA,NA,NA,NA,06/04/2022 09:12,0
06/04/2022 21:00,DCNN,4206,12,1,NCM,556,1011,12.6,7.4,NA,NA,6,6,NA,NA,NA,NA,NA,NA,06/04/2022 21:09,0
07/04/2022 09:00,DCNN,4206,12,1,NCM,556,1011,8.7,5.1,3.8,3.9,6,6,6,6,NA,NA,NA,NA,07/04/2022 09:11,0
07/04/2022 21:00,DCNN,4206,12,1,NCM,556,1011,9.3,3.2,NA,NA,6,6,NA,NA,NA,NA,NA,NA,07/04/2022 21:10,0
08/04/2022 09:00,DCNN,4206,12,1,NCM,556,1011,7,0,-5,-2.2,6,6,6,6,NA,NA,NA,NA,08/04/2022 09:11,0
08/04/2022 21:00,DCNN,4206,12,1,NCM,556,1011,10.9,4.2,NA,NA,6,6,NA,NA,NA,NA,NA,NA,08/04/2022 21:11,0
09/04/2022 09:00,DCNN,4206,12,1,NCM,556,1011,7.1,0.4,-3.8,-1.5,6,6,6,6,NA,NA,NA,NA,09/04/2022 09:08,0
09/04/2022 21:00,DCNN,4206,12,1,NCM,556,1011,10.3,4.5,NA,NA,6,6,NA,NA,NA,NA,NA,NA,09/04/2022 21:10,0
10/04/2022 09:00,DCNN,4206,12,1,NCM,556,1011,6.7,-1.1,-7.4,-2.9,6,6,6,6,NA,NA,NA,NA,10/04/2022 09:10,0
10/04/2022 21:00,DCNN,4206,12,1,NCM,556,1011,12.2,6.6,NA,NA,6,6,NA,NA,NA,NA,NA,NA,10/04/2022 21:09,0
11/04/2022 09:00,DCNN,4206,12,1,NCM,556,1011,9.4,5.3,-0.5,4,6,6,6,6,NA,NA,NA,NA,11/04/2022 09:11,0
11/04/2022 21:00,DCNN,4206,12,1,NCM,556,1011,15.6,9.4,NA,NA,6,6,NA,NA,NA,NA,NA,NA,11/04/2022 21:11,0
12/04/2022 09:00,DCNN,4206,12,1,NCM,556,1011,9.9,6.7,4.8,6.1,6,6,6,6,NA,NA,NA,NA,12/04/2022 09:12,0
12/04/2022 21:00,DCNN,4206,12,1,NCM,556,1011,14.8,9.5,NA,NA,6,6,NA,NA,NA,NA,NA,NA,12/04/2022 21:10,0
13/04/2022 09:00,DCNN,4206,12,1,NCM,556,1011,11.8,10,8.7,8.8,6,6,6,6,NA,NA,NA,NA,13/04/2022 09:11,39
13/04/2022 21:00,DCNN,4206,12,1,NCM,556,1011,16.2,9.9,NA,NA,6,6,NA,NA,NA,NA,NA,NA,13/04/2022 21:11,0
14/04/2022 09:00,DCNN,4206,12,1,NCM,556,1011,11.2,5.4,-1.4,2.3,6,6,6,6,NA,NA,NA,NA,14/04/2022 09:11,0
14/04/2022 21:00,DCNN,4206,12,1,NCM,556,1011,15.4,10.7,NA,NA,6,6,NA,NA,NA,NA,NA,NA,14/04/2022 21:10,0
15/04/2022 09:00,DCNN,4206,12,1,NCM,556,1011,14.2,6.8,0.2,4.5,6,6,6,6,NA,NA,NA,NA,15/04/2022 09:11,0
15/04/2022 21:00,DCNN,4206,12,1,NCM,556,1011,20.6,13.4,NA,NA,6,6,NA,NA,NA,NA,NA,NA,15/04/2022 21:10,0
16/04/2022 09:00,DCNN,4206,12,1,NCM,556,1011,14.7,6,0.3,4.3,6,6,6,6,NA,NA,NA,NA,16/04/2022 09:11,0
16/04/2022 21:00,DCNN,4206,12,1,NCM,556,1011,20.7,14,NA,NA,6,6,NA,NA,NA,NA,NA,NA,16/04/2022 21:10,0
17/04/2022 09:00,DCNN,4206,12,1,NCM,556,1011,14,6.4,0.2,4.6,6,6,6,6,NA,NA,NA,NA,17/04/2022 09:10,0
17/04/2022 21:00,DCNN,4206,12,1,NCM,556,1011,19.3,12.9,NA,NA,6,6,NA,NA,NA,NA,NA,NA,17/04/2022 21:10,0
18/04/2022 09:00,DCNN,4206,12,1,NCM,556,1011,13,8,6,7.3,6,6,6,6,NA,NA,NA,NA,18/04/2022 09:11,0
18/04/2022 21:00,DCNN,4206,12,1,NCM,556,1011,15,10.1,NA,NA,6,6,NA,NA,NA,NA,NA,NA,18/04/2022 21:10,0
19/04/2022 09:00,DCNN,4206,12,1,NCM,556,1011,11,5.4,-1.8,3.8,6,6,6,6,NA,NA,NA,NA,19/04/2022 09:11,0
19/04/2022 21:00,DCNN,4206,12,1,NCM,556,1011,15.1,9.8,NA,NA,6,6,NA,NA,NA,NA,NA,NA,19/04/2022 21:09,0
20/04/2022 09:00,DCNN,4206,12,1,NCM,556,1011,11,5,1.7,3.7,6,6,6,6,NA,NA,NA,NA,20/04/2022 09:11,0
20/04/2022 21:00,DCNN,4206,12,1,NCM,556,1011,16,8.6,NA,NA,6,6,NA,NA,NA,NA,NA,NA,20/04/2022 21:10,0
21/04/2022 09:00,DCNN,4206,12,1,NCM,556,1011,11.6,4.4,1.7,3.6,6,6,6,6,NA,NA,NA,NA,21/04/2022 09:11,0
21/04/2022 21:00,DCNN,4206,12,1,NCM,556,1011,17.2,8.2,NA,NA,6,6,NA,NA,NA,NA,NA,NA,21/04/2022 21:10,0
22/04/2022 09:00,DCNN,4206,12,1,NCM,556,1011,11.9,5.7,3.3,5.1,6,6,6,6,NA,NA,NA,NA,22/04/2022 09:11,0
22/04/2022 21:00,DCNN,4206,12,1,NCM,556,1011,15.9,7.5,NA,NA,6,6,NA,NA,NA,NA,NA,NA,22/04/2022 21:10,0
23/04/2022 09:00,DCNN,4206,12,1,NCM,556,1011,10,7.1,5.3,6.6,6,6,6,6,NA,NA,NA,NA,23/04/2022 09:11,0
23/04/2022 21:00,DCNN,4206,12,1,NCM,556,1011,14.7,7.7,NA,NA,6,6,NA,NA,NA,NA,NA,NA,23/04/2022 21:11,0
24/04/2022 09:00,DCNN,4206,12,1,NCM,556,1011,11.8,5.8,3.8,4.2,6,6,6,6,NA,NA,NA,NA,24/04/2022 09:11,0
24/04/2022 21:00,DCNN,4206,12,1,NCM,556,1011,15.4,8.2,NA,NA,6,6,NA,NA,NA,NA,NA,NA,24/04/2022 21:10,0
25/04/2022 09:00,DCNN,4206,12,1,NCM,556,1011,9,2.9,-3,1.2,6,6,6,6,NA,NA,NA,NA,25/04/2022 09:12,0
25/04/2022 21:00,DCNN,4206,12,1,NCM,556,1011,12.8,6.6,NA,NA,6,6,NA,NA,NA,NA,NA,NA,25/04/2022 21:10,0
26/04/2022 09:00,DCNN,4206,12,1,NCM,556,1011,7.8,2,-4,0.2,6,6,6,6,NA,NA,NA,NA,26/04/2022 09:10,0
26/04/2022 21:00,DCNN,4206,12,1,NCM,556,1011,13.8,6.9,NA,NA,6,6,NA,NA,NA,NA,NA,NA,26/04/2022 21:11,0
27/04/2022 09:00,DCNN,4206,12,1,NCM,556,1011,8.1,3.1,-3.6,1.5,6,6,6,6,NA,NA,NA,NA,27/04/2022 09:12,0
27/04/2022 21:00,DCNN,4206,12,1,NCM,556,1011,10.6,6.9,NA,NA,6,6,NA,NA,NA,NA,NA,NA,27/04/2022 21:11,0
28/04/2022 09:00,DCNN,4206,12,1,NCM,556,1011,7.2,6.1,5.6,7.2,6,6,6,6,NA,NA,NA,NA,28/04/2022 09:13,0
28/04/2022 21:00,DCNN,4206,12,1,NCM,556,1011,8.8,7.2,NA,NA,6,6,NA,NA,NA,NA,NA,NA,28/04/2022 21:11,0
29/04/2022 09:00,DCNN,4206,12,1,NCM,556,1011,8.1,5.6,5,6.6,6,6,6,6,NA,NA,NA,NA,29/04/2022 09:13,0
29/04/2022 21:00,DCNN,4206,12,1,NCM,556,1011,13.1,6.1,NA,NA,6,6,NA,NA,NA,NA,NA,NA,29/04/2022 21:03,0
30/04/2022 09:00,DCNN,4206,12,1,NCM,556,1011,11.3,2.7,-4.3,1.3,6,6,6,6,NA,NA,NA,NA,30/04/2022 09:12,0
30/04/2022 21:00,DCNN,4206,12,1,NCM,556,1011,17,11.2,NA,NA,6,6,NA,NA,NA,NA,NA,NA,30/04/2022 21:10,0
01/05/2022 09:00,DCNN,4206,12,1,NCM,556,1011,11.7,8.5,8,9.5,6,6,6,6,NA,NA,NA,NA,01/05/2022 09:10,0
01/05/2022 21:00,DCNN,4206,12,1,NCM,556,1011,13.3,10,NA,NA,6,6,NA,NA,NA,NA,NA,NA,01/05/2022 21:11,0
02/05/2022 09:00,DCNN,4206,12,1,NCM,556,1011,13,9.6,8.3,10.1,6,6,6,6,NA,NA,NA,NA,02/05/2022 09:11,0
02/05/2022 21:00,DCNN,4206,12,1,NCM,556,1011,14.5,10.7,NA,NA,6,6,NA,NA,NA,NA,NA,NA,02/05/2022 21:11,0
03/05/2022 09:00,DCNN,4206,12,1,NCM,556,1011,10.7,7.4,7,8.4,6,6,6,6,NA,NA,NA,NA,03/05/2022 09:12,0
03/05/2022 21:00,DCNN,4206,12,1,NCM,556,1011,13.3,9.5,NA,NA,6,6,NA,NA,NA,NA,NA,NA,03/05/2022 21:10,0
04/05/2022 09:00,DCNN,4206,12,1,NCM,556,1011,11.4,9,5.4,8.6,6,6,6,6,NA,NA,NA,NA,04/05/2022 09:13,0
04/05/2022 21:00,DCNN,4206,12,1,NCM,556,1011,15.3,9.8,NA,NA,6,6,NA,NA,NA,NA,NA,NA,04/05/2022 21:12,0
05/05/2022 09:00,DCNN,4206,12,1,NCM,556,1011,14.1,6.7,3.9,4.4,6,6,6,6,NA,NA,NA,NA,05/05/2022 09:11,0
05/05/2022 21:00,DCNN,4206,12,1,NCM,556,1011,18.9,13.8,NA,NA,6,6,NA,NA,NA,NA,NA,NA,05/05/2022 21:11,0
06/05/2022 09:00,DCNN,4206,12,1,NCM,556,1011,15,9,3.7,7.6,6,6,6,6,NA,NA,NA,NA,06/05/2022 09:12,0
06/05/2022 21:00,DCNN,4206,12,1,NCM,556,1011,16,12.3,NA,NA,6,6,NA,NA,NA,NA,NA,NA,06/05/2022 21:12,0
07/05/2022 09:00,DCNN,4206,12,1,NCM,556,1011,14.4,8.6,6.4,7.6,6,6,6,6,NA,NA,NA,NA,07/05/2022 09:11,0
07/05/2022 21:00,DCNN,4206,12,1,NCM,556,1011,16.7,10.5,NA,NA,6,6,NA,NA,NA,NA,NA,NA,07/05/2022 21:04,0
08/05/2022 09:00,DCNN,4206,12,1,NCM,556,1011,12.4,8.4,8.4,10.2,6,6,6,6,NA,NA,NA,NA,08/05/2022 09:12,0
08/05/2022 21:00,DCNN,4206,12,1,NCM,556,1011,18.9,11.2,NA,NA,6,6,NA,NA,NA,NA,NA,NA,08/05/2022 21:12,0
09/05/2022 09:00,DCNN,4206,12,1,NCM,556,1011,14.6,6,0.3,5.1,6,6,6,6,NA,NA,NA,NA,09/05/2022 09:12,0
09/05/2022 21:00,DCNN,4206,12,1,NCM,556,1011,19.7,14.5,NA,NA,6,6,NA,NA,NA,NA,NA,NA,09/05/2022 21:04,0
10/05/2022 09:00,DCNN,4206,12,1,NCM,556,1011,16.9,12.5,11.1,12.1,6,6,6,6,NA,NA,NA,NA,10/05/2022 09:14,0
10/05/2022 21:00,DCNN,4206,12,1,NCM,556,1011,19.2,13.9,NA,NA,6,6,NA,NA,NA,NA,NA,NA,10/05/2022 21:04,0
11/05/2022 09:00,DCNN,4206,12,1,NCM,556,1011,14.3,10.8,9.9,10.8,6,6,6,6,NA,NA,NA,NA,11/05/2022 09:13,0
11/05/2022 21:00,DCNN,4206,12,1,NCM,556,1011,15.5,9.6,NA,NA,6,6,NA,NA,NA,NA,NA,NA,11/05/2022 21:12,0
12/05/2022 09:00,DCNN,4206,12,1,NCM,556,1011,12.2,6.5,1,4.6,6,6,6,6,NA,NA,NA,NA,12/05/2022 09:13,0
12/05/2022 21:00,DCNN,4206,12,1,NCM,556,1011,15.9,11.3,NA,NA,6,6,NA,NA,NA,NA,NA,NA,12/05/2022 21:09,0
13/05/2022 09:00,DCNN,4206,12,1,NCM,556,1011,13.9,9.8,8,9,6,6,6,6,NA,NA,NA,NA,13/05/2022 09:13,0
13/05/2022 21:00,DCNN,4206,12,1,NCM,556,1011,18.4,12.6,NA,NA,6,6,NA,NA,NA,NA,NA,NA,13/05/2022 21:06,0
14/05/2022 09:00,DCNN,4206,12,1,NCM,556,1011,15.3,8.1,1.6,6.2,6,6,6,6,NA,NA,NA,NA,14/05/2022 09:16,0
14/05/2022 21:00,DCNN,4206,12,1,NCM,556,1011,22,14.9,NA,NA,6,6,NA,NA,NA,NA,NA,NA,14/05/2022 21:10,0
15/05/2022 09:00,DCNN,4206,12,1,NCM,556,1011,15.7,11.7,5.4,11.7,6,6,6,6,NA,NA,NA,NA,15/05/2022 09:14,0
15/05/2022 21:00,DCNN,4206,12,1,NCM,556,1011,21.4,13.8,NA,NA,6,6,NA,NA,NA,NA,NA,NA,15/05/2022 21:06,0
16/05/2022 09:00,DCNN,4206,12,1,NCM,556,1011,13.9,11.4,11.1,12.4,6,6,6,6,NA,NA,NA,NA,16/05/2022 09:16,0
16/05/2022 21:00,DCNN,4206,12,1,NCM,556,1011,21.8,13.4,NA,NA,6,6,NA,NA,NA,NA,NA,NA,16/05/2022 21:14,0
17/05/2022 09:00,DCNN,4206,12,1,NCM,556,1011,16.8,10.9,5.1,9.1,6,6,6,6,NA,NA,NA,NA,17/05/2022 09:06,0
17/05/2022 21:00,DCNN,4206,12,1,NCM,556,1011,24.2,16.5,NA,NA,6,6,NA,NA,NA,NA,NA,NA,19/05/2022 14:03,0
18/05/2022 09:00,DCNN,4206,12,1,NCM,556,1011,16.9,9.9,7,8.6,6,6,6,6,NA,NA,NA,NA,18/05/2022 09:27,0
18/05/2022 21:00,DCNN,4206,12,1,NCM,556,1011,20.2,12.4,NA,NA,6,6,NA,NA,NA,NA,NA,NA,18/05/2022 21:04,0
19/05/2022 09:00,DCNN,4206,12,1,NCM,556,1011,13,9.3,4.7,8.6,6,6,6,6,NA,NA,NA,NA,19/05/2022 09:08,0
19/05/2022 21:00,DCNN,4206,12,1,NCM,556,1011,18.8,12.9,NA,NA,6,6,NA,NA,NA,NA,NA,NA,19/05/2022 21:07,0
20/05/2022 09:00,DCNN,4206,12,1,NCM,556,1011,14.6,11.5,7.1,11.9,6,6,6,6,NA,NA,NA,NA,20/05/2022 09:08,0
20/05/2022 21:00,DCNN,4206,12,1,NCM,556,1011,17.1,12.4,NA,NA,6,6,NA,NA,NA,NA,NA,NA,20/05/2022 21:06,0
21/05/2022 09:00,DCNN,4206,12,1,NCM,556,1011,12.7,8.3,5.1,6.6,6,6,6,6,NA,NA,NA,NA,21/05/2022 09:07,0
21/05/2022 21:00,DCNN,4206,12,1,NCM,556,1011,18.4,12.5,NA,NA,6,6,NA,NA,NA,NA,NA,NA,21/05/2022 21:07,0
22/05/2022 09:00,DCNN,4206,12,1,NCM,556,1011,15.9,9.8,4.9,9.1,6,6,6,6,NA,NA,NA,NA,22/05/2022 09:06,0
22/05/2022 21:00,DCNN,4206,12,1,NCM,556,1011,20.8,15.8,NA,NA,6,6,NA,NA,NA,NA,NA,NA,22/05/2022 21:06,0
23/05/2022 09:00,DCNN,4206,12,1,NCM,556,1011,17.1,12.5,12.5,13.7,6,6,6,6,NA,NA,NA,NA,23/05/2022 09:08,0
23/05/2022 21:00,DCNN,4206,12,1,NCM,556,1011,17,11.8,NA,NA,6,6,NA,NA,NA,NA,NA,NA,23/05/2022 21:06,0
24/05/2022 09:00,DCNN,4206,12,1,NCM,556,1011,12.3,9.1,8.4,9.7,6,6,6,6,NA,NA,NA,NA,24/05/2022 09:06,0
24/05/2022 21:00,DCNN,4206,12,1,NCM,556,1022,16.6,9.8,NA,NA,2006,2006,NA,NA,NA,NA,NA,NA,30/05/2022 10:59,0
25/05/2022 09:00,DCNN,4206,12,1,NCM,556,1011,13.5,8.8,2.3,8.9,6,6,6,6,NA,NA,NA,NA,25/05/2022 09:09,0
25/05/2022 21:00,DCNN,4206,12,1,NCM,556,1011,17.3,13,NA,NA,6,6,NA,NA,NA,NA,NA,NA,25/05/2022 21:07,0
26/05/2022 09:00,DCNN,4206,12,1,NCM,556,1011,14.4,9.7,8,8.6,6,6,6,6,NA,NA,NA,NA,26/05/2022 09:09,0
26/05/2022 21:00,DCNN,4206,12,1,NCM,556,1011,18.1,13.5,NA,NA,6,6,NA,NA,NA,NA,NA,NA,26/05/2022 21:06,0
27/05/2022 09:00,DCNN,4206,12,1,NCM,556,1011,13.5,7.7,3.2,6.1,6,6,6,6,NA,NA,NA,NA,27/05/2022 09:07,0
27/05/2022 21:00,DCNN,4206,12,1,NCM,556,1011,16.4,10.9,NA,NA,6,6,NA,NA,NA,NA,NA,NA,27/05/2022 21:07,0
28/05/2022 09:00,DCNN,4206,12,1,NCM,556,1011,13.5,6.8,4.1,5.8,6,6,6,6,NA,NA,NA,NA,28/05/2022 09:08,0
28/05/2022 21:00,DCNN,4206,12,1,NCM,556,1011,17.2,9.4,NA,NA,6,6,NA,NA,NA,NA,NA,NA,28/05/2022 21:07,0
29/05/2022 09:00,DCNN,4206,12,1,NCM,556,1011,12.8,7,1.1,6.7,6,6,6,6,NA,NA,NA,NA,29/05/2022 09:05,0
29/05/2022 21:00,DCNN,4206,12,1,NCM,556,1011,15.1,6.5,NA,NA,6,6,NA,NA,NA,NA,NA,NA,29/05/2022 21:06,0
30/05/2022 09:00,DCNN,4206,12,1,NCM,556,1011,11.3,5.7,-0.4,7,6,6,6,6,NA,NA,NA,NA,30/05/2022 09:09,0
30/05/2022 21:00,DCNN,4206,12,1,NCM,556,1011,14.2,8.9,NA,NA,6,6,NA,NA,NA,NA,NA,NA,30/05/2022 21:06,0
31/05/2022 09:00,DCNN,4206,12,1,NCM,556,1011,10.2,8.4,7.6,9.6,6,6,6,6,NA,NA,NA,NA,31/05/2022 09:07,0
31/05/2022 21:00,DCNN,4206,12,1,NCM,556,1011,15.6,9.8,NA,NA,6,6,NA,NA,NA,NA,NA,NA,31/05/2022 21:06,0
01/06/2022 09:00,DCNN,4206,12,1,NCM,556,1011,14.2,6.9,4,6.9,6,6,6,6,NA,NA,NA,NA,01/06/2022 09:09,0
01/06/2022 21:00,DCNN,4206,12,1,NCM,556,1011,16.9,9.9,NA,NA,6,6,NA,NA,NA,NA,NA,NA,01/06/2022 21:07,0
02/06/2022 09:00,DCNN,4206,12,1,NCM,556,1011,16,5.9,-0.1,4.7,6,6,6,6,NA,NA,NA,NA,02/06/2022 09:06,0
02/06/2022 21:00,DCNN,4206,12,1,NCM,556,1011,20.8,14,NA,NA,6,6,NA,NA,NA,NA,NA,NA,02/06/2022 21:06,0
03/06/2022 09:00,DCNN,4206,12,1,NCM,556,1011,14.3,9.6,7.8,10.9,6,6,6,6,NA,NA,NA,NA,03/06/2022 09:06,0
03/06/2022 21:00,DCNN,4206,12,1,NCM,556,1011,19.3,12.3,NA,NA,6,6,NA,NA,NA,NA,NA,NA,03/06/2022 21:06,0
04/06/2022 09:00,DCNN,4206,12,1,NCM,556,1011,13.1,10.1,9.4,11.3,6,6,6,6,NA,NA,NA,NA,04/06/2022 09:09,0
04/06/2022 21:00,DCNN,4206,12,1,NCM,556,1011,15.7,10.5,NA,NA,6,6,NA,NA,NA,NA,NA,NA,04/06/2022 21:07,0
05/06/2022 09:00,DCNN,4206,12,1,NCM,556,1011,10.5,8.7,8.4,9.8,6,6,6,6,NA,NA,NA,NA,05/06/2022 09:08,0
05/06/2022 21:00,DCNN,4206,12,1,NCM,556,1011,10.9,9.6,NA,NA,6,6,NA,NA,NA,NA,NA,NA,05/06/2022 21:07,0
06/06/2022 09:00,DCNN,4206,12,1,NCM,556,1011,10.7,9,8.9,10.2,6,6,6,6,NA,NA,NA,NA,06/06/2022 09:08,0
06/06/2022 21:00,DCNN,4206,12,1,NCM,556,1011,13.5,10.6,NA,NA,6,6,NA,NA,NA,NA,NA,NA,06/06/2022 21:06,0
07/06/2022 09:00,DCNN,4206,12,1,NCM,556,1011,16,9.9,8.4,10.2,6,6,6,6,NA,NA,NA,NA,07/06/2022 09:08,0
07/06/2022 21:00,DCNN,4206,12,1,NCM,556,1011,20.8,14.7,NA,NA,6,6,NA,NA,NA,NA,NA,NA,07/06/2022 21:07,0
08/06/2022 09:00,DCNN,4206,12,1,NCM,556,1011,16.6,13.2,12.5,14.1,6,6,6,6,NA,NA,NA,NA,08/06/2022 09:06,0
08/06/2022 21:00,DCNN,4206,12,1,NCM,556,1011,19.5,14.7,NA,NA,6,6,NA,NA,NA,NA,NA,NA,08/06/2022 21:07,0
09/06/2022 09:00,DCNN,4206,12,1,NCM,556,1011,15.7,9.2,7.4,8.5,6,6,6,6,NA,NA,NA,NA,09/06/2022 09:09,0
09/06/2022 21:00,DCNN,4206,12,1,NCM,556,1011,17.6,14.9,NA,NA,6,6,NA,NA,NA,NA,NA,NA,09/06/2022 21:06,0
10/06/2022 09:00,DCNN,4206,12,1,NCM,556,1011,17.1,11.2,9.1,9.8,6,6,6,6,NA,NA,NA,NA,10/06/2022 09:09,0
10/06/2022 21:00,DCNN,4206,12,1,NCM,556,1011,21.7,15.8,NA,NA,6,6,NA,NA,NA,NA,NA,NA,10/06/2022 21:07,0
11/06/2022 09:00,DCNN,4206,12,1,NCM,556,1011,16.6,10.8,8.5,9.7,6,6,6,6,NA,NA,NA,NA,11/06/2022 09:08,0
11/06/2022 21:00,DCNN,4206,12,1,NCM,556,1011,19.4,14.6,NA,NA,6,6,NA,NA,NA,NA,NA,NA,11/06/2022 21:07,0
12/06/2022 09:00,DCNN,4206,12,1,NCM,556,1011,15.3,10.6,8,9.5,6,6,6,6,NA,NA,NA,NA,12/06/2022 09:08,0
12/06/2022 21:00,DCNN,4206,12,1,NCM,556,1011,18.7,13.8,NA,NA,6,6,NA,NA,NA,NA,NA,NA,12/06/2022 21:07,0
13/06/2022 09:00,DCNN,4206,12,1,NCM,556,1011,14.1,8.6,3.1,7.5,6,6,6,6,NA,NA,NA,NA,13/06/2022 09:09,0
13/06/2022 21:00,DCNN,4206,12,1,NCM,556,1011,16.7,13.3,NA,NA,6,6,NA,NA,NA,NA,NA,NA,13/06/2022 21:07,0
14/06/2022 09:00,DCNN,4206,12,1,NCM,556,1011,17.5,10.4,5.9,10.8,6,6,6,6,NA,NA,NA,NA,14/06/2022 09:08,0
14/06/2022 21:00,DCNN,4206,12,1,NCM,556,1022,21.8,16.2,NA,NA,2006,2006,NA,NA,NA,NA,NA,NA,16/06/2022 09:57,0
